chr,Line,pos_leftflank,pos_start,pos_end,pos_rightflank,marker_left_flank,marker_start,marker_end,marker_right_flank,chrom.size,intro_start,intro_end,intro.size,intro.prop.chr
1,Oh43/B73 NIL-1021,3164707,3173907,5495834,5495840,S1_3164707,S1_3173907,S1_5495834,S1_5495840,307041717,3169307,5495837,2326530,0.00757724397430985
1,CML333/B73 NIL-1013,181560346,181576067,184283903,184283921,S1_181560346,S1_181576067,S1_184283903,S1_184283921,307041717,181568206.5,184283912,2715705.5,0.00884474437719484
1,Oh43/B73 NIL-1023A,93797656,93798210,93798378,93798384,S1_93797656,S1_93798210,S1_93798378,S1_93798384,307041717,93797933,93798381,448,1.45908511839126e-06
1,Mo18W/B73 NIL-1008,8117900,8117936,8670822,8674506,S1_8117900,S1_8117936,S1_8670822,S1_8674506,307041717,8117918,8672664,554746,0.00180674471671222
1,CML52/B73 NIL-1192,0,0,2829539,2829566,S1_53013,S1_53013,S1_2829539,S1_2829566,307041717,0,2829552.5,2829552.5,0.00921553112601959
1,Ki11/B73 NIL-1059,12298049,12336312,16749239,16749379,S1_12298049,S1_12336312,S1_16749239,S1_16749379,307041717,12317180.5,16749309,4432128.5,0.0144349391454191
1,Tzi8/B73 NIL-1310,79336708,79426231,79506779,79506781,S1_79336708,S1_79426231,S1_79506779,S1_79506781,307041717,79381469.5,79506780,125310.5,0.000408122066357517
1,Tx303/B73 NIL-1231,45720645,45721049,45721192,45725662,S1_45720645,S1_45721049,S1_45721192,S1_45725662,307041717,45720847,45723427,2580,8.40276697644965e-06
1,M162W/B73 NIL-1056,280369537,280605273,286683455,286683546,S1_280369537,S1_280605273,S1_286683455,S1_286683546,307041717,280487405,286683500.5,6196095.5,0.0201799793218327
1,Oh43/B73 NIL-1306,25718762,25719227,25719239,25719241,S1_25718762,S1_25719227,S1_25719239,S1_25719241,307041717,25718994.5,25719240,245.5,7.99565617332709e-07
1,Mo18W/B73 NIL-1116B,7496424,7567852,13004743,13004771,S1_7496424,S1_7567852,S1_13004743,S1_13004771,307041717,7532138,13004757,5472619,0.0178236985301903
1,Tzi8/B73 NIL-1314,152671871,152673502,152673529,152673531,S1_152671871,S1_152673502,S1_152673529,S1_152673531,307041717,152672686.5,152673530,843.5,2.74718369947104e-06
1,Mo18W/B73 NIL-1117,7496424,7567852,12540271,12540436,S1_7496424,S1_7567852,S1_12540271,S1_12540436,307041717,7532138,12540353.5,5008215.5,0.0163111890753269
1,CML247/B73 NIL-1032B,284605480,284693023,307041717,307041717,S1_284605480,S1_284693023,END,END,307041717,284649251.5,307041717,22392465.5,0.0729297169087939
1,CML52/B73 NIL-1076,25721317,25721328,25732148,25732149,S1_25721317,S1_25721328,S1_25732148,S1_25732149,307041717,25721322.5,25732148.5,10826,3.52590524368387e-05
1,CML103/B73 NIL-1177,299196403,299200084,301374604,301377706,S1_299196403,S1_299200084,S1_301374604,S1_301377706,307041717,299198243.5,301376155,2177911.5,0.00709321039915889
1,CML322/B73 NIL-1048,5700995,5701001,9354863,9354870,S1_5700995,S1_5701001,S1_9354863,S1_9354870,307041717,5700998,9354866.5,3653868.5,0.0119002347163138
1,Tx303/B73 NIL-1085C,174876931,174876950,184295674,184398136,S1_174876931,S1_174876950,S1_184295674,S1_184398136,307041717,174876940.5,184346905,9469964.5,0.0308425988250971
1,Mo18W/B73 NIL-1099,217883867,217883897,220400538,220505489,S1_217883867,S1_217883897,S1_220400538,S1_220505489,307041717,217883882,220453013.5,2569131.5,0.00836736950633975
1,Ki11/B73 NIL-1006,294632577,294632608,301052323,301052353,S1_294632577,S1_294632608,S1_301052323,S1_301052353,307041717,294632592.5,301052338,6419745.5,0.0209083819707796
1,CML103/B73 NIL-1008,63745709,63745710,267315592,267315597,S1_63745709,S1_63745710,S1_267315592,S1_267315597,307041717,63745709.5,267315594.5,203569885,0.663003994991339
1,CML228/B73 NIL-1118B,18000315,18000338,40249232,40261073,S1_18000315,S1_18000338,S1_40249232,S1_40261073,307041717,18000326.5,40255152.5,22254826,0.0724814406897028
1,CML103/B73 NIL-1152,218001073,218158031,241004561,241004562,S1_218001073,S1_218158031,S1_241004561,S1_241004562,307041717,218079552,241004561.5,22925009.5,0.0746641522330987
1,Tx303/B73 NIL-1107,8575205,8575209,8575258,8576883,S1_8575205,S1_8575209,S1_8575258,S1_8576883,307041717,8575207,8576070.5,863.5,2.81232142797065e-06
1,Ki11/B73 NIL-1233,3174150,3178710,3447292,3478826,S1_3174150,S1_3178710,S1_3447292,S1_3478826,307041717,3176430,3463059,286629,0.000933518099105732
1,Ki3/B73 NIL-1244,300812767,300812799,307041717,307041717,S1_300812767,S1_300812799,END,END,307041717,300812783,307041717,6228934,0.0202869305866994
1,Tx303/B73 NIL-1107,93797656,93798210,93848304,93848307,S1_93797656,S1_93798210,S1_93848304,S1_93848307,307041717,93797933,93848305.5,50372.5,0.00016405751144233
1,CML103/B73 NIL-1153,218001073,218158031,235903980,235904029,S1_218001073,S1_218158031,S1_235903980,S1_235904029,307041717,218079552,235904004.5,17824452.5,0.0580522173799595
1,Mo18W/B73 NIL-1020B,235867240,235903980,235904038,235948280,S1_235867240,S1_235903980,S1_235904038,S1_235948280,307041717,235885610,235926159,40549,0.000132063487646534
1,Oh43/B73 NIL-1199,48802267,48951153,63272581,63272583,S1_48802267,S1_48951153,S1_63272581,S1_63272583,307041717,48876710,63272582,14395872,0.0468857200925567
1,Ki11/B73 NIL-1128,252546601,252546699,261234321,261234322,S1_252546601,S1_252546699,S1_261234321,S1_261234322,307041717,252546650,261234321.5,8687671.5,0.0282947593730399
1,Tx303/B73 NIL-1072,299212117,299212697,302543763,302543816,S1_299212117,S1_299212697,S1_302543763,S1_302543816,307041717,299212407,302543789.5,3331382.5,0.0108499344406676
1,Ki11/B73 NIL-1128,250031869,250041300,250043471,250046372,S1_250031869,S1_250041300,S1_250043471,S1_250046372,307041717,250036584.5,250044921.5,8337,2.71526621250623e-05
1,CML52/B73 NIL-1063,27408948,27419502,30477300,30477338,S1_27408948,S1_27419502,S1_30477300,S1_30477338,307041717,27414225,30477319,3063094,0.00997614926703918
1,Ki3/B73 NIL-1186,15408121,15408153,18451940,18512344,S1_15408121,S1_15408153,S1_18451940,S1_18512344,307041717,15408137,18482142,3074005,0.0100116851548221
1,CML52/B73 NIL-1088,5703079,5723198,12365664,12365667,S1_5703079,S1_5723198,S1_12365664,S1_12365667,307041717,5713138.5,12365665.5,6652527,0.0216665248781162
1,CML69/B73 NIL-1145,281973848,281973850,283654424,283667389,S1_281973848,S1_281973850,S1_283654424,S1_283667389,307041717,281973849,283660906.5,1687057.5,0.00549455466991152
1,Mo17/B73 NIL-1244,11304590,11584679,22009931,22009932,S1_11304590,S1_11584679,S1_22009931,S1_22009932,307041717,11444634.5,22009931.5,10565297,0.0344099723751871
1,CML52/B73 NIL-1103,194119178,194342669,203134480,203134486,S1_194119178,S1_194342669,S1_203134480,S1_203134486,307041717,194230923.5,203134483,8903559.5,0.028997882069556
1,Tzi8/B73 NIL-1101,0,0,8599468,8599492,S1_53013,S1_53013,S1_8599468,S1_8599492,307041717,0,8599480,8599480,0.0280075296738912
1,CML333/B73 NIL-1089,178999752,178999822,181577478,181579017,S1_178999752,S1_178999822,S1_181577478,S1_181579017,307041717,178999787,181578247.5,2578460.5,0.00839775299979839
1,Oh43/B73 NIL-1073,116931726,117874038,182481096,182481825,S1_116931726,S1_117874038,S1_182481096,S1_182481825,307041717,117402882,182481460.5,65078578.5,0.211953538873677
1,CML69/B73 NIL-1016,4908791,4914501,13004743,13004771,S1_4908791,S1_4914501,S1_13004743,S1_13004771,307041717,4911646,13004757,8093111,0.0263583433517602
1,Mo18W/B73 NIL-1029,190422283,190422629,204753686,204753692,S1_190422283,S1_190422629,S1_204753686,S1_204753692,307041717,190422456,204753689,14331233,0.0466751982109324
1,CML333/B73 NIL-1092,206646833,206646842,210914085,211228835,S1_206646833,S1_206646842,S1_210914085,S1_211228835,307041717,206646837.5,211071460,4424622.5,0.0144104929559132
1,CML333/B73 NIL-1092,19569055,19596468,24417953,24417996,S1_19569055,S1_19596468,S1_24417953,S1_24417996,307041717,19582761.5,24417974.5,4835213,0.0157477395815892
1,CML333/B73 NIL-1232,72870984,73244257,80760931,80760942,S1_72870984,S1_73244257,S1_80760931,S1_80760942,307041717,73057620.5,80760936.5,7703316,0.025088825307735
1,Ki11/B73 NIL-1117A,177789769,177789781,177789794,177789797,S1_177789769,S1_177789781,S1_177789794,S1_177789797,307041717,177789775,177789795.5,20.5,6.67661717121e-08
1,Oh43/B73 NIL-1306,19764796,19794969,19886230,19886281,S1_19764796,S1_19794969,S1_19886230,S1_19886281,307041717,19779882.5,19886255.5,106373,0.000346444779684449
1,CML277/B73 NIL-1234A,25156903,25156975,40616913,40713356,S1_25156903,S1_25156975,S1_40616913,S1_40713356,307041717,25156939,40665134.5,15508195.5,0.0505084313998935
1,Mo18W/B73 NIL-1156,197631578,197653834,197693307,197693376,S1_197631578,S1_197653834,S1_197693307,S1_197693376,307041717,197642706,197693341.5,50635.5,0.000164914072572099
1,NC358/B73 NIL-1151,197321516,197350533,199831327,199831368,S1_197321516,S1_197350533,S1_199831327,S1_199831368,307041717,197336024.5,199831347.5,2495323,0.00812698360464158
1,NC358/B73 NIL-1151,269007799,269018933,272923650,273052152,S1_269007799,S1_269018933,S1_272923650,S1_273052152,307041717,269013366,272987901,3974535,0.0129446090871098
1,CML322/B73 NIL-1101,298426872,298469791,301729020,302132465,S1_298426872,S1_298469791,S1_301729020,S1_302132465,307041717,298448331.5,301930742.5,3482411,0.0113418171121027
1,NC358/B73 NIL-1154,249101595,249131859,254121654,254121663,S1_249101595,S1_249131859,S1_254121654,S1_254121663,307041717,249116727,254121658.5,5004931.5,0.0163004934603072
1,CML69/B73 NIL-1026,172414936,172450689,245814391,245814393,S1_172414936,S1_172450689,S1_245814391,S1_245814393,307041717,172432812.5,245814392,73381579.5,0.238995470117176
1,Mo17/B73 NIL-1209,204679451,204750415,214380364,214443794,S1_204679451,S1_204750415,S1_214380364,S1_214443794,307041717,204714933,214412079,9697146,0.0315825031684538
1,CML228/B73 NIL-1026,201196289,201196319,210449481,210449490,S1_201196289,S1_201196319,S1_210449481,S1_210449490,307041717,201196304,210449485.5,9253181.5,0.0301365612152306
1,CML247/B73 NIL-1040,263441281,263441949,272161882,272162092,S1_263441281,S1_263441949,S1_272161882,S1_272162092,307041717,263441615,272161987,8720372,0.0284012611875799
1,Ki3/B73 NIL-1123,300741758,300741797,307041717,307041717,S1_300741758,S1_300741797,END,END,307041717,300741777.5,307041717,6299939.5,0.0205181874357483
1,CML103/B73 NIL-1206,31362395,31514184,31744930,31744931,S1_31362395,S1_31514184,S1_31744930,S1_31744931,307041717,31438289.5,31744930.5,306641,0.000998694910242441
1,CML52/B73 NIL-1321,208245031,208245139,208254370,208328667,S1_208245031,S1_208245139,S1_208254370,S1_208328667,307041717,208245085,208291518.5,46433.5,0.000151228635814331
1,CML52/B73 NIL-1079,301383849,301487755,302132465,302132610,S1_301383849,S1_301487755,S1_302132465,S1_302132610,307041717,301435802,302132537.5,696735.5,0.00226918839175199
1,Mo17/B73 NIL-1215,20108464,20230461,23363202,23363252,S1_20108464,S1_20230461,S1_23363202,S1_23363252,307041717,20169462.5,23363227,3193764.5,0.0104017282446346
1,Mo18W/B73 NIL-1058B,20007981,20008030,23501817,23503770,S1_20007981,S1_20008030,S1_23501817,S1_23503770,307041717,20008005.5,23502793.5,3494788,0.0113821275953847
1,Oh43/B73 NIL-1055,274242239,274769903,291061209,291061216,S1_274242239,S1_274769903,S1_291061209,S1_291061216,307041717,274506071,291061212.5,16555141.5,0.0539182156149811
1,CML103/B73 NIL-1084,5524388,5610446,5723301,5818347,S1_5524388,S1_5610446,S1_5723301,S1_5818347,307041717,5567417,5770824,203407,0.000662473497046006
1,CML103/B73 NIL-1207,188722601,188722630,188722693,188722694,S1_188722601,S1_188722630,S1_188722693,S1_188722694,307041717,188722615.5,188722693.5,78,2.54037141148478e-07
1,CML69/B73 NIL-1194,86740946,86768102,158112234,158112236,S1_86740946,S1_86768102,S1_158112234,S1_158112236,307041717,86754524,158112235,71357711,0.232403960273581
1,Tzi8/B73 NIL-1034,299310772,299310860,299443189,299443532,S1_299310772,S1_299310860,S1_299443189,S1_299443532,307041717,299310816,299443360.5,132544.5,0.000431682382755826
1,Oh43/B73 NIL-1199,170222864,170222866,170222950,170222961,S1_170222864,S1_170222866,S1_170222950,S1_170222961,307041717,170222865,170222955.5,90.5,2.94748221460734e-07
1,Tx303/B73 NIL-1111,37581625,37675763,84160146,84160166,S1_37581625,S1_37675763,S1_84160146,S1_84160166,307041717,37628694,84160156,46531462,0.151547686922295
1,CML228/B73 NIL-1207,253144357,253170163,274063878,274063900,S1_253144357,S1_253170163,S1_274063878,S1_274063900,307041717,253157260,274063889,20906629,0.0680905161822033
1,Oh43/B73 NIL-1059A,22009931,22009932,53762148,53885042,S1_22009931,S1_22009932,S1_53762148,S1_53885042,307041717,22009931.5,53823595,31813663.5,0.103613488782047
1,Oh43/B73 NIL-1017,162768579,162768587,184283378,184283882,S1_162768579,S1_162768587,S1_184283378,S1_184283882,307041717,162768583,184283630,21515047,0.0700720645071171
1,Tzi8/B73 NIL-1088,23959855,24108139,53373530,53396011,S1_23959855,S1_24108139,S1_53373530,S1_53396011,307041717,24033997,53384770.5,29350773.5,0.095592135774827
1,Oh43/B73 NIL-1211,23433634,23434308,26897466,27044500,S1_23433634,S1_23434308,S1_26897466,S1_27044500,307041717,23433971,26970983,3537012,0.0115196463677931
1,Tx303/B73 NIL-1073,174843167,174843174,182705452,182705464,S1_174843167,S1_174843174,S1_182705452,S1_182705464,307041717,174843170.5,182705458,7862287.5,0.0256065774280438
1,Ki3/B73 NIL-1191,233133073,233232202,281635938,281635943,S1_233133073,S1_233232202,S1_281635938,S1_281635943,307041717,233182637.5,281635940.5,48453303,0.157806904786166
1,Tzi8/B73 NIL-1285,278150482,278285129,297445480,297600978,S1_278150482,S1_278285129,S1_297445480,S1_297600978,307041717,278217805.5,297523229,19305423.5,0.0628755717256493
1,Tx303/B73 NIL-1077,35303170,35374105,40284642,40284693,S1_35303170,S1_35374105,S1_40284642,S1_40284693,307041717,35338637.5,40284667.5,4946030,0.0161086579645462
1,Ki11/B73 NIL-1129A,255040821,255043068,263056028,263056035,S1_255040821,S1_255043068,S1_263056028,S1_263056035,307041717,255041944.5,263056031.5,8014087,0.0261009711589126
1,Mo18W/B73 NIL-1081,39090703,39155381,59119434,59119470,S1_39090703,S1_39155381,S1_59119434,S1_59119470,307041717,39123042,59119452,19996410,0.065126036277344
1,CML247/B73 NIL-1186,93797656,93798210,93798378,93798384,S1_93797656,S1_93798210,S1_93798378,S1_93798384,307041717,93797933,93798381,448,1.45908511839126e-06
1,CML69/B73 NIL-1221,36158557,36393917,36487886,36487907,S1_36158557,S1_36393917,S1_36487886,S1_36487907,307041717,36276237,36487896.5,211659.5,0.000689350952268157
1,Ki3/B73 NIL-1194,254197001,254394696,307041717,307041717,S1_254197001,S1_254394696,END,END,307041717,254295848.5,307041717,52745868.5,0.171787303091456
1,CML69/B73 NIL-1066,17432979,17617336,17696886,17696888,S1_17432979,S1_17617336,S1_17696886,S1_17696888,307041717,17525157.5,17696887,171729.5,0.000559303477318686
1,CML228/B73 NIL-1103,11141262,11143148,23501817,23503770,S1_11141262,S1_11143148,S1_23501817,S1_23503770,307041717,11142205,23502793.5,12360588.5,0.0402570328904199
1,NC350/B73 NIL-1077,290663686,291061209,307041717,307041717,S1_290663686,S1_291061209,END,END,307041717,290862447.5,307041717,16179269.5,0.0526940432006508
1,NC358/B73 NIL-1111,211228835,211228843,213709429,213709477,S1_211228835,S1_211228843,S1_213709429,S1_213709477,307041717,211228839,213709453,2480614,0.00807907806221654
1,CML103/B73 NIL-1230,213018508,213018709,218000417,218000970,S1_213018508,S1_213018709,S1_218000417,S1_218000970,307041717,213018608.5,218000693.5,4982085,0.0162260850045989
1,CML103/B73 NIL-1002,197546336,197546478,201733917,201800836,S1_197546336,S1_197546478,S1_201733917,S1_201800836,307041717,197546407,201767376.5,4220969.5,0.0137472182648067
1,Tx303/B73 NIL-1209A,227375035,227376015,259066527,259325537,S1_227375035,S1_227376015,S1_259066527,S1_259325537,307041717,227375525,259196032,31820507,0.103635777284297
1,CML69/B73 NIL-1073,93797620,93797621,93798378,93798384,S1_93797620,S1_93797621,S1_93798378,S1_93798384,307041717,93797620.5,93798381,760.5,2.47686212619766e-06
1,Tzi8/B73 NIL-1107,0,0,5700995,5701001,S1_53013,S1_53013,S1_5700995,S1_5701001,307041717,0,5700998,5700998,0.0185675029950409
1,Mo17/B73 NIL-1270,0,0,10683119,10686519,S1_53013,S1_53013,S1_10683119,S1_10686519,307041717,0,10684819,10684819,0.0347992419544736
1,Oh43/B73 NIL-1173B,157203946,157231888,182481096,182481825,S1_157203946,S1_157231888,S1_182481096,S1_182481825,307041717,157217917,182481460.5,25263543.5,0.082280491872054
1,Mo18W/B73 NIL-1120,0,0,4659229,4670914,S1_53013,S1_53013,S1_4659229,S1_4670914,307041717,0,4665071.5,4665071.5,0.0151936080399134
1,Oh43/B73 NIL-1175A,157203946,157231888,182481096,182481825,S1_157203946,S1_157231888,S1_182481096,S1_182481825,307041717,157217917,182481460.5,25263543.5,0.082280491872054
1,Tx303/B73 NIL-1209C,300615304,300738727,300741758,300741797,S1_300615304,S1_300738727,S1_300741758,S1_300741797,307041717,300677015.5,300741777.5,64762,0.000210922478654586
1,Ki11/B73 NIL-1006,214527212,214573227,249377600,249377633,S1_214527212,S1_214573227,S1_249377600,S1_249377633,307041717,214550219.5,249377616.5,34827397,0.113428876506706
1,Ki3/B73 NIL-1237,271949118,271949119,287654046,287666180,S1_271949118,S1_271949119,S1_287654046,S1_287666180,307041717,271949118.5,287660113,15710994.5,0.0511689247099931
1,NC350/B73 NIL-1101,205807904,205808068,213018709,213018718,S1_205807904,S1_205808068,S1_213018709,S1_213018718,307041717,205807986,213018713.5,7210727.5,0.0234845205089835
1,Tzi8/B73 NIL-1271,290364934,290661542,293748005,293748010,S1_290364934,S1_290661542,S1_293748005,S1_293748010,307041717,290513238,293748007.5,3234769.5,0.0105352768724909
1,CML322/B73 NIL-1254,25044128,25112157,42432123,42454298,S1_25044128,S1_25112157,S1_42432123,S1_42454298,307041717,25078142.5,42443210.5,17365068,0.056556054238063
1,Tzi8/B73 NIL-1064,276987975,276988045,277057047,277057085,S1_276987975,S1_276988045,S1_277057047,S1_277057085,307041717,276988010,277057066,69056,0.000224907548963452
1,Tzi8/B73 NIL-1133C,79336708,79426231,79904648,79904701,S1_79336708,S1_79426231,S1_79904648,S1_79904701,307041717,79381469.5,79904674.5,523205,0.00170401926198192
1,Ki3/B73 NIL-1258,30547964,30547967,73971838,73971848,S1_30547964,S1_30547967,S1_73971838,S1_73971848,307041717,30547965.5,73971843,43423877.5,0.141426637149766
1,CML103/B73 NIL-1340A,79336708,79426231,80258708,80665474,S1_79336708,S1_79426231,S1_80258708,S1_80665474,307041717,79381469.5,80462091,1080621.5,0.00351946149389205
1,CML322/B73 NIL-1255,8853716,8920857,10683039,10683054,S1_8853716,S1_8920857,S1_10683039,S1_10683054,307041717,8887286.5,10683046.5,1795760,0.00584858636652296
1,CML103/B73 NIL-1340A,90087774,90442374,197693307,197693376,S1_90087774,S1_90442374,S1_197693307,S1_197693376,307041717,90265074,197693341.5,107428267.5,0.349881666079922
1,Oh43/B73 NIL-1145,56857526,56857671,62426086,62426091,S1_56857526,S1_56857671,S1_62426086,S1_62426091,307041717,56857598.5,62426088.5,5568490,0.0181359394886396
